country_iso2,name,code,city,region,latitude,longitude,port_type,status,traffic_level,annual_capacity,teu_capacity,trade_volume,importance_score,weather_risk,political_risk,logistic_risk,risk_score,risk_level,main_industries,shipping_routes,ai_recommendation,description
HR,Split,SPL18,Split,Split-Dalmatia,43.5,16.43,"Dry Port",Active,Low,41964329,5703505,3370361,0.6,21,28,31,26.67,Low,Chemicals,6,"Optimize supply chain through Split to reduce delays.","The port of Split is located in Split, Split-Dalmatia. It plays a significant role in the region's trade."
HR,Korcula,KOR15,Korcula,Croatia,42.93,17.13,"River Port",Active,High,47410418,5919288,16538128,0.94,2,54,5,20.33,Low,"Electronics, Automotive",2,"Optimize supply chain through Korcula to reduce delays.","The port of Korcula is located in Korcula, Croatia. It plays a significant role in the region's trade."
HR,Pula,PUL39,Pula,Istria,44.88,13.8,"River Port",Active,Low,42066204,3290642,3349261,0.84,39,39,86,54.67,Medium,"Textiles, Chemicals",14,"Optimize supply chain through Pula to reduce delays.","The port of Pula is located in Pula, Istria. It plays a significant role in the region's trade."
CU,"Puerto Guantanamo",PUE98,Guantanamo,Guantanamo,19.98,-75.13,Seaport,Active,High,33418300,4752006,11023048,0.66,81,90,8,59.67,Medium,"Textiles, Automotive, Electronics",9,"Optimize supply chain through Puerto Guantanamo to reduce delays.","The port of Puerto Guantanamo is located in Guantanamo, Guantanamo. It plays a significant role in the region's trade."
CU,Cabanas,CAB86,Cabanas,Cuba,23,-82.97,"Offshore Terminal",Active,High,4758262,8710995,17934093,0.86,23,12,75,36.67,Low,"Chemicals, Automotive",2,"Optimize supply chain through Cabanas to reduce delays.","The port of Cabanas is located in Cabanas, Cuba. It plays a significant role in the region's trade."
CU,"Bahai De La Habana",BAH23,Havana,"La Habana",23.13,-82.37,"Dry Port",Active,Medium,42157796,6732086,10920566,0.64,19,29,15,21,Low,"Automotive, Agriculture, Machinery",16,"Optimize supply chain through Bahai De La Habana to reduce delays.","The port of Bahai De La Habana is located in Havana, La Habana. It plays a significant role in the region's trade."
CU,"Santiago De Cuba",SAN45,"Santiago de Cuba","Santiago de Cuba",20.02,-75.83,"Offshore Terminal",Active,Medium,38114418,7164656,13502846,0.97,24,54,72,50,Medium,"Agriculture, Textiles",3,"Optimize supply chain through Santiago De Cuba to reduce delays.","The port of Santiago De Cuba is located in Santiago de Cuba, Santiago de Cuba. It plays a significant role in the region's trade."
CU,Guayabal,GUA62,Guayabal,Cuba,20.7,-77.62,Seaport,Active,Medium,26403995,864030,2723072,0.58,95,100,34,76.33,High,"Electronics, Energy",3,"Optimize supply chain through Guayabal to reduce delays.","The port of Guayabal is located in Guayabal, Cuba. It plays a significant role in the region's trade."
CU,Nicaro,NIC89,Nicaro,Cuba,20.72,-75.55,"Offshore Terminal",Active,Low,23261841,6867228,9130326,0.6,40,99,96,78.33,High,Textiles,13,"Optimize supply chain through Nicaro to reduce delays.","The port of Nicaro is located in Nicaro, Cuba. It plays a significant role in the region's trade."
CU,Cardenas,CAR54,Cardenas,Cuba,23.05,-81.2,"Offshore Terminal",Active,Medium,49391125,2557255,6059398,0.65,99,26,78,67.67,Medium,Automotive,16,"Optimize supply chain through Cardenas to reduce delays.","The port of Cardenas is located in Cardenas, Cuba. It plays a significant role in the region's trade."
CU,Cienfuegos,CIE28,Cienfuegos,Cienfuegos,22.15,-80.45,Seaport,Active,Low,38618885,6788512,3851931,0.56,77,62,17,52,Medium,Electronics,6,"Optimize supply chain through Cienfuegos to reduce delays.","The port of Cienfuegos is located in Cienfuegos, Cienfuegos. It plays a significant role in the region's trade."
CU,Mariel,MAR79,Mariel,Artemisa,22.98,-82.75,"Offshore Terminal",Active,High,9216666,8352955,835859,0.95,91,14,33,46,Medium,Machinery,14,"Optimize supply chain through Mariel to reduce delays.","The port of Mariel is located in Mariel, Artemisa. It plays a significant role in the region's trade."
CU,Manati,MAN14,Manati,Cuba,21.37,-76.82,"River Port",Active,High,22218411,8265554,8993127,0.59,11,41,4,18.67,Low,"Electronics, Automotive",19,"Optimize supply chain through Manati to reduce delays.","The port of Manati is located in Manati, Cuba. It plays a significant role in the region's trade."
CW,"Bullen Baai",BUL79,"Bullen Bay",Curaçao,12.18,-69.03,"Offshore Terminal",Active,Medium,30928917,9350441,18143486,0.93,28,48,42,39.33,Low,"Chemicals, Automotive, Textiles",12,"Optimize supply chain through Bullen Baai to reduce delays.","The port of Bullen Baai is located in Bullen Bay, Curaçao. It plays a significant role in the region's trade."
CW,Caracasbaai,CAR66,Schottegat,Curaçao,12.07,-68.87,"Offshore Terminal",Active,Low,25771606,7810979,3897557,0.51,7,10,16,11,Low,"Agriculture, Chemicals",12,"Optimize supply chain through Caracasbaai to reduce delays.","The port of Caracasbaai is located in Schottegat, Curaçao. It plays a significant role in the region's trade."
CW,Willemstad,WIL26,Willemstad,Curaçao,12.12,-68.93,"Dry Port",Active,High,43383115,477302,4428836,0.59,54,81,46,60.33,Medium,"Energy, Agriculture",18,"Optimize supply chain through Willemstad to reduce delays.","The port of Willemstad is located in Willemstad, Curaçao. It plays a significant role in the region's trade."
CW,"Sint Michelsbaai",SIN50,Emmastad,Curaçao,12.13,-69.02,"Offshore Terminal",Active,High,36533462,2419456,7154636,0.62,96,53,91,80,High,"Energy, Machinery, Textiles",13,"Optimize supply chain through Sint Michelsbaai to reduce delays.","The port of Sint Michelsbaai is located in Emmastad, Curaçao. It plays a significant role in the region's trade."
CY,Larnaca,LAR33,Larnaca,"Larnaca District",34.92,33.65,"Dry Port",Active,Medium,10802329,6485511,19713474,0.75,91,30,18,46.33,Medium,"Machinery, Agriculture",3,"Optimize supply chain through Larnaca to reduce delays.","The port of Larnaca is located in Larnaca, Larnaca District. It plays a significant role in the region's trade."
CY,Famagusta,FAM81,Famagusta,"Famagusta District",35.12,33.93,"River Port",Active,High,37870057,4399746,9289934,0.76,82,63,41,62,Medium,"Textiles, Chemicals",4,"Optimize supply chain through Famagusta to reduce delays.","The port of Famagusta is located in Famagusta, Famagusta District. It plays a significant role in the region's trade."
CY,Limassol,LIM71,Limassol,"Limassol District",34.67,33.05,"Offshore Terminal",Active,Medium,31714812,9696720,14443605,0.95,52,64,57,57.67,Medium,Machinery,2,"Optimize supply chain through Limassol to reduce delays.","The port of Limassol is located in Limassol, Limassol District. It plays a significant role in the region's trade."
CY,Xeros,XER51,Xeros,Limassol,35.13,32.83,Seaport,Active,Medium,39239193,5187543,17780397,0.59,18,18,81,39,Low,Electronics,17,"Optimize supply chain through Xeros to reduce delays.","The port of Xeros is located in Xeros, Limassol. It plays a significant role in the region's trade."
CY,Dhekelia,DHE23,Dhekelia,"Dhekelia SBA",34.97,33.72,"River Port",Active,Medium,35100662,3706959,14334334,0.75,65,96,93,84.67,High,"Textiles, Energy",9,"Optimize supply chain through Dhekelia to reduce delays.","The port of Dhekelia is located in Dhekelia, Dhekelia SBA. It plays a significant role in the region's trade."
CY,Kyrenia,KYR11,Kyrenia,Cyprus,35.35,33.33,"Dry Port",Active,High,13667485,841568,6845181,0.57,87,65,2,51.33,Medium,"Machinery, Agriculture",9,"Optimize supply chain through Kyrenia to reduce delays.","The port of Kyrenia is located in Kyrenia, Cyprus. It plays a significant role in the region's trade."
DK,Lemvig,LEM73,Lemvig,Denmark,56.58,8.28,"Dry Port",Active,Medium,24526864,8736096,18976733,0.65,97,14,73,61.33,Medium,"Textiles, Chemicals",19,"Optimize supply chain through Lemvig to reduce delays.","The port of Lemvig is located in Lemvig, Denmark. It plays a significant role in the region's trade."
DK,Thyboron,THY30,Thyboron,"Central Jutland",56.7,8.22,"Dry Port",Active,Medium,13319208,6282390,3169376,0.97,85,30,12,42.33,Medium,"Chemicals, Energy, Agriculture",12,"Optimize supply chain through Thyboron to reduce delays.","The port of Thyboron is located in Thyboron, Central Jutland. It plays a significant role in the region's trade."
DK,Ensted,ENS65,Aabenraa,"Region of Southern Denmark",55.02,9.43,Seaport,Active,High,35892567,5148627,5499878,0.84,87,57,98,80.67,High,"Chemicals, Agriculture",8,"Optimize supply chain through Ensted to reduce delays.","The port of Ensted is located in Aabenraa, Region of Southern Denmark. It plays a significant role in the region's trade."
DK,Assens,ASS78,Assens,"Region of Southern Denmark",55.27,9.88,Seaport,Active,High,46455153,8167825,5954761,0.57,93,11,96,66.67,Medium,"Automotive, Machinery",9,"Optimize supply chain through Assens to reduce delays.","The port of Assens is located in Assens, Region of Southern Denmark. It plays a significant role in the region's trade."
DK,Haderslev,HAD87,Haderslev,Denmark,55.25,9.5,"Offshore Terminal",Active,High,6102572,4936973,16501268,0.53,85,59,15,53,Medium,"Chemicals, Textiles",16,"Optimize supply chain through Haderslev to reduce delays.","The port of Haderslev is located in Haderslev, Denmark. It plays a significant role in the region's trade."
DK,Kobenhavn,KOB13,Copenhagen,Denmark,55.7,12.62,"Dry Port",Active,Low,18255532,4486811,10942475,0.89,15,5,91,37,Low,Machinery,15,"Optimize supply chain through Kobenhavn to reduce delays.","The port of Kobenhavn is located in Copenhagen, Denmark. It plays a significant role in the region's trade."
DK,Augustenborg,AUG82,Augustenborg,Denmark,54.95,9.87,Seaport,Active,Medium,5821574,3133608,11512720,0.61,43,37,67,49,Medium,"Energy, Machinery",3,"Optimize supply chain through Augustenborg to reduce delays.","The port of Augustenborg is located in Augustenborg, Denmark. It plays a significant role in the region's trade."
DK,Randers,RAN43,Randers,"Central Denmark Region",56.47,10.05,"Offshore Terminal",Active,Medium,44789011,8406407,6634858,0.72,44,19,2,21.67,Low,Agriculture,9,"Optimize supply chain through Randers to reduce delays.","The port of Randers is located in Randers, Central Denmark Region. It plays a significant role in the region's trade."
DK,Nysted,NYS39,Nysted,Denmark,54.67,11.73,"River Port",Active,Low,27766876,8306976,17367035,0.89,72,100,90,87.33,High,Textiles,18,"Optimize supply chain through Nysted to reduce delays.","The port of Nysted is located in Nysted, Denmark. It plays a significant role in the region's trade."
DK,Sakskobing,SAK76,Sakskobing,Denmark,54.8,11.63,"River Port",Active,Medium,31779687,6965320,1681888,0.82,61,84,74,73,Medium,"Agriculture, Machinery",20,"Optimize supply chain through Sakskobing to reduce delays.","The port of Sakskobing is located in Sakskobing, Denmark. It plays a significant role in the region's trade."
DK,Skaerbaek,SKA53,Skaerbaek,"South Denmark",55.52,9.62,"River Port",Active,Low,7122151,7704344,4731241,0.8,64,43,61,56,Medium,"Machinery, Energy",7,"Optimize supply chain through Skaerbaek to reduce delays.","The port of Skaerbaek is located in Skaerbaek, South Denmark. It plays a significant role in the region's trade."
DJ,Doraleh,DOR15,Doraleh,Djibouti,11.6,43.08,"River Port",Active,Medium,40983863,6862915,19829865,0.97,64,44,28,45.33,Medium,"Automotive, Agriculture",19,"Optimize supply chain through Doraleh to reduce delays.","The port of Doraleh is located in Doraleh, Djibouti. It plays a significant role in the region's trade."
DJ,Djibouti,DJI59,Djibouti,Djibouti,11.6,43.13,"Offshore Terminal",Active,Medium,2986342,520744,8711840,0.79,99,87,58,81.33,High,Agriculture,3,"Optimize supply chain through Djibouti to reduce delays.","The port of Djibouti is located in Djibouti, Djibouti. It plays a significant role in the region's trade."
DM,Roseau,ROS92,Roseau,Dominica,15.3,-61.4,Seaport,Active,Medium,33237577,515548,6121204,0.78,74,54,62,63.33,Medium,Energy,2,"Optimize supply chain through Roseau to reduce delays.","The port of Roseau is located in Roseau, Dominica. It plays a significant role in the region's trade."
DM,Portsmouth,POR15,Portsmouth,"Saint John",15.57,-61.47,"River Port",Active,Medium,39202145,3190599,5670683,0.56,78,21,26,41.67,Medium,Energy,11,"Optimize supply chain through Portsmouth to reduce delays.","The port of Portsmouth is located in Portsmouth, Saint John. It plays a significant role in the region's trade."
DO,"Pepillo Salcedo",PEP74,"Pepillo Salcedo","Dominican Republic",19.7,-71.75,"Offshore Terminal",Active,High,37201998,2477421,19049212,0.81,93,62,55,70,Medium,"Energy, Chemicals",7,"Optimize supply chain through Pepillo Salcedo to reduce delays.","The port of Pepillo Salcedo is located in Pepillo Salcedo, Dominican Republic. It plays a significant role in the region's trade."
DO,"Santa Barbara De Samana",SAN44,"Santa Barbara De Samana","Dominican Republic",19.2,-69.33,"Dry Port",Active,Medium,43006570,5555918,3656429,0.99,88,7,96,63.67,Medium,"Textiles, Energy, Agriculture",19,"Optimize supply chain through Santa Barbara De Samana to reduce delays.","The port of Santa Barbara De Samana is located in Santa Barbara De Samana, Dominican Republic. It plays a significant role in the region's trade."
DO,"Las Calderas",LAS86,"Las Calderas","Dominican Republic",18.22,-70.52,"Dry Port",Active,High,42171542,3041682,13604733,0.67,16,29,65,36.67,Low,"Agriculture, Machinery",7,"Optimize supply chain through Las Calderas to reduce delays.","The port of Las Calderas is located in Las Calderas, Dominican Republic. It plays a significant role in the region's trade."
DO,"Puerto De Haina",PUE71,"Rio Haina","San Cristóbal",18.42,-70.02,"Dry Port",Active,Medium,26804094,598058,18349674,0.97,50,90,70,70,Medium,"Energy, Agriculture",7,"Optimize supply chain through Puerto De Haina to reduce delays.","The port of Puerto De Haina is located in Rio Haina, San Cristóbal. It plays a significant role in the region's trade."
DO,"San Pedro De Macoris",SAN73,"San Pedro de Macoris","San Pedro de Macoris",18.45,-69.32,"Offshore Terminal",Active,Low,27444653,7965340,15976209,0.96,32,45,14,30.33,Low,Electronics,19,"Optimize supply chain through San Pedro De Macoris to reduce delays.","The port of San Pedro De Macoris is located in San Pedro de Macoris, San Pedro de Macoris. It plays a significant role in the region's trade."
DO,"Cabo Rojo",CAB17,"Cabo Rojo","Dominican Republic",17.92,-71.65,"Offshore Terminal",Active,Low,35335274,6795042,2240143,0.63,41,18,76,45,Medium,Electronics,20,"Optimize supply chain through Cabo Rojo to reduce delays.","The port of Cabo Rojo is located in Cabo Rojo, Dominican Republic. It plays a significant role in the region's trade."
DO,"Andres (andres Lng Terminal)",AND87,"Boca Chica","Santo Domingo",18.43,-69.63,Seaport,Active,Medium,25305810,5489182,14125953,0.86,89,26,69,61.33,Medium,Automotive,10,"Optimize supply chain through Andres (andres Lng Terminal) to reduce delays.","The port of Andres (andres Lng Terminal) is located in Boca Chica, Santo Domingo. It plays a significant role in the region's trade."
DO,"Puerto Plata",PUE25,"Puerto Plata","Puerto Plata Province",19.8,-70.7,"Dry Port",Active,Low,30574911,1029569,14852292,0.61,13,82,74,56.33,Medium,"Machinery, Energy",4,"Optimize supply chain through Puerto Plata to reduce delays.","The port of Puerto Plata is located in Puerto Plata, Puerto Plata Province. It plays a significant role in the region's trade."
DO,Sanchez,SAN44,Sanchez,"Dominican Republic",19.23,-69.62,"Dry Port",Active,Low,10941410,9624745,1608566,0.64,91,51,65,69,Medium,Energy,13,"Optimize supply chain through Sanchez to reduce delays.","The port of Sanchez is located in Sanchez, Dominican Republic. It plays a significant role in the region's trade."
DO,"Santo Domingo",SAN69,"Santo Domingo","Distrito Nacional",18.47,-69.88,Seaport,Active,High,37821407,2751654,9990153,0.66,78,48,33,53,Medium,Agriculture,3,"Optimize supply chain through Santo Domingo to reduce delays.","The port of Santo Domingo is located in Santo Domingo, Distrito Nacional. It plays a significant role in the region's trade."
EC,Manta,MAN76,Manta,Manabí,-0.95,-80.72,"River Port",Active,Low,32570346,2668225,3369116,0.82,2,68,59,43,Medium,"Machinery, Automotive",5,"Optimize supply chain through Manta to reduce delays.","The port of Manta is located in Manta, Manabí. It plays a significant role in the region's trade."
EC,"Puerto Bolivar",PUE64,"Puerto Bolívar","El Oro",-3.27,-80,"Offshore Terminal",Active,Low,48970985,9011122,13871939,0.81,78,47,74,66.33,Medium,"Agriculture, Chemicals",16,"Optimize supply chain through Puerto Bolivar to reduce delays.","The port of Puerto Bolivar is located in Puerto Bolívar, El Oro. It plays a significant role in the region's trade."
EC,"La Libertad",LAL29,"La Libertad","Santa Elena",-2.22,-80.92,"Offshore Terminal",Active,Low,33153282,1011133,15390725,0.88,59,95,58,70.67,Medium,"Textiles, Agriculture",18,"Optimize supply chain through La Libertad to reduce delays.","The port of La Libertad is located in La Libertad, Santa Elena. It plays a significant role in the region's trade."
EC,Guayaquil,GUA77,Guayaquil,Guayas,-2.2,-79.88,"Dry Port",Active,Low,37325850,8267547,2066230,0.83,100,68,24,64,Medium,"Agriculture, Energy",7,"Optimize supply chain through Guayaquil to reduce delays.","The port of Guayaquil is located in Guayaquil, Guayas. It plays a significant role in the region's trade."
EC,"Puerto Maritimo De Guayaquil",PUE44,Andiport,Ecuador,-2.28,-79.9,"Dry Port",Active,High,48546172,4312406,4433193,0.78,6,94,67,55.67,Medium,"Electronics, Chemicals",7,"Optimize supply chain through Puerto Maritimo De Guayaquil to reduce delays.","The port of Puerto Maritimo De Guayaquil is located in Andiport, Ecuador. It plays a significant role in the region's trade."
EG,Hamrawein,HAM36,Hamrawein,Egypt,26.25,34.2,"Offshore Terminal",Active,Low,1311672,2241311,15119834,0.8,70,27,1,32.67,Low,"Electronics, Chemicals",10,"Optimize supply chain through Hamrawein to reduce delays.","The port of Hamrawein is located in Hamrawein, Egypt. It plays a significant role in the region's trade."
EG,"Ain Sukhna Terminal",AIN47,"Ain Sukhna",Suez,29.58,32.37,"Offshore Terminal",Active,Medium,35022066,7272611,4618579,0.79,53,44,84,60.33,Medium,Agriculture,15,"Optimize supply chain through Ain Sukhna Terminal to reduce delays.","The port of Ain Sukhna Terminal is located in Ain Sukhna, Suez. It plays a significant role in the region's trade."
EG,"As Suways",ASS29,"Port Ibrahim",Egypt,29.97,32.55,"Offshore Terminal",Active,Low,19569482,5300590,14175710,0.71,95,60,100,85,High,"Automotive, Agriculture",4,"Optimize supply chain through As Suways to reduce delays.","The port of As Suways is located in Port Ibrahim, Egypt. It plays a significant role in the region's trade."
EG,"Sokhna Port Gas Tanker Terminal",SOK92,"Sokhna Port Gas Tanker Terminal",Egypt,29.68,32.37,"River Port",Active,Low,20736057,5704970,18048713,0.85,71,56,1,42.67,Medium,"Textiles, Energy, Automotive",8,"Optimize supply chain through Sokhna Port Gas Tanker Terminal to reduce delays.","The port of Sokhna Port Gas Tanker Terminal is located in Sokhna Port Gas Tanker Terminal, Egypt. It plays a significant role in the region's trade."
EG,"Nuweiba El Muzeima",NUW70,"Nuweiba El Muzeima",Egypt,28.97,34.65,"Offshore Terminal",Active,Low,24004277,9656936,6475761,0.64,78,10,97,61.67,Medium,"Chemicals, Textiles",3,"Optimize supply chain through Nuweiba El Muzeima to reduce delays.","The port of Nuweiba El Muzeima is located in Nuweiba El Muzeima, Egypt. It plays a significant role in the region's trade."
SV,"La Union",LAU46,"La Union","El Salvador",13.33,-87.83,"River Port",Active,High,18489445,463626,4442240,0.94,13,13,95,40.33,Medium,"Textiles, Automotive",16,"Optimize supply chain through La Union to reduce delays.","The port of La Union is located in La Union, El Salvador. It plays a significant role in the region's trade."
SV,"Acajutla Offshore Terminal",ACA52,"Acajutla Offshore Terminal","El Salvador",13.58,-89.87,"Dry Port",Active,Medium,36115239,2791800,15003220,0.87,73,99,75,82.33,High,Energy,13,"Optimize supply chain through Acajutla Offshore Terminal to reduce delays.","The port of Acajutla Offshore Terminal is located in Acajutla Offshore Terminal, El Salvador. It plays a significant role in the region's trade."
SV,Acajutla,ACA70,Acajutla,Sonsonate,13.58,-89.83,"River Port",Active,Low,41078342,4626917,1117170,0.54,86,37,6,43,Medium,Energy,16,"Optimize supply chain through Acajutla to reduce delays.","The port of Acajutla is located in Acajutla, Sonsonate. It plays a significant role in the region's trade."
GQ,Cogo,COG86,Cogo,"Equatorial Guinea",1.08,9.7,"Dry Port",Active,High,46713148,3295659,12507433,0.73,76,5,55,45.33,Medium,"Chemicals, Automotive",16,"Optimize supply chain through Cogo to reduce delays.","The port of Cogo is located in Cogo, Equatorial Guinea. It plays a significant role in the region's trade."
GQ,Luba,LUB25,Luba,"Bioko Sur",3.5,8.57,"River Port",Active,Low,45762129,2162791,653643,0.99,24,40,90,51.33,Medium,Energy,19,"Optimize supply chain through Luba to reduce delays.","The port of Luba is located in Luba, Bioko Sur. It plays a significant role in the region's trade."
GQ,"Ceiba Terminal",CEI73,Ceiba,Litoral,1.42,9.23,"River Port",Active,High,29198942,8466731,5492213,0.84,61,44,65,56.67,Medium,"Electronics, Agriculture",18,"Optimize supply chain through Ceiba Terminal to reduce delays.","The port of Ceiba Terminal is located in Ceiba, Litoral. It plays a significant role in the region's trade."
GQ,"Punta Europa Terminal",PUN50,"Punta Europa","Bioko Norte",3.78,8.72,"Dry Port",Active,Low,18555366,2424355,19875382,0.93,50,2,22,24.67,Low,Electronics,5,"Optimize supply chain through Punta Europa Terminal to reduce delays.","The port of Punta Europa Terminal is located in Punta Europa, Bioko Norte. It plays a significant role in the region's trade."
GQ,Malabo,MAL51,Malabo,"Bioko Island",3.75,8.78,"River Port",Active,Medium,28942893,3219082,5675586,0.89,63,3,24,30,Low,Textiles,13,"Optimize supply chain through Malabo to reduce delays.","The port of Malabo is located in Malabo, Bioko Island. It plays a significant role in the region's trade."
GQ,Bata,BAT81,Bata,Litoral,1.87,9.77,Seaport,Active,Low,27755666,9581909,13839718,0.68,51,82,88,73.67,Medium,Energy,11,"Optimize supply chain through Bata to reduce delays.","The port of Bata is located in Bata, Litoral. It plays a significant role in the region's trade."
GQ,"Serpentina Terminal",SER58,Iyo,Wele-Nzas,3.8,8.08,"Dry Port",Active,Low,41009684,4576510,19912395,0.68,15,53,9,25.67,Low,"Machinery, Electronics",15,"Optimize supply chain through Serpentina Terminal to reduce delays.","The port of Serpentina Terminal is located in Iyo, Wele-Nzas. It plays a significant role in the region's trade."
ER,"Mitsiwa Harbor",MIT74,Massawa,"Northern Red Sea",15.62,39.47,Seaport,Active,High,33282372,6401420,17968350,0.79,82,23,83,62.67,Medium,Energy,9,"Optimize supply chain through Mitsiwa Harbor to reduce delays.","The port of Mitsiwa Harbor is located in Massawa, Northern Red Sea. It plays a significant role in the region's trade."
ER,Assab,ASS86,Assab,"Debubawi Keyih Bahri",13,42.75,"Offshore Terminal",Active,Low,3504542,5440039,15943023,0.74,32,73,56,53.67,Medium,Machinery,7,"Optimize supply chain through Assab to reduce delays.","The port of Assab is located in Assab, Debubawi Keyih Bahri. It plays a significant role in the region's trade."
EE,"Muuga-port Of Tallin",MUU96,Paldiski,"Harju County",59.5,24.95,"Dry Port",Active,High,41647081,8054574,4580626,0.6,35,82,67,61.33,Medium,"Electronics, Energy",12,"Optimize supply chain through Muuga-port Of Tallin to reduce delays.","The port of Muuga-port Of Tallin is located in Paldiski, Harju County. It plays a significant role in the region's trade."
EE,Parnu,PAR73,Pärnu,"Pärnu maakond",58.38,24.5,"River Port",Active,Low,3336475,5043776,15826950,0.82,94,5,4,34.33,Low,"Automotive, Textiles, Energy",2,"Optimize supply chain through Parnu to reduce delays.","The port of Parnu is located in Pärnu, Pärnu maakond. It plays a significant role in the region's trade."
EE,Tallinn,TAL30,Tallinn,"Harju County",59.45,24.77,"Dry Port",Active,Medium,23327029,9226873,16251928,0.91,49,16,66,43.67,Medium,Agriculture,12,"Optimize supply chain through Tallinn to reduce delays.","The port of Tallinn is located in Tallinn, Harju County. It plays a significant role in the region's trade."
EE,Osmussaar,OSM25,Osmussaar,Estonia,59.3,23.37,Seaport,Active,High,15551033,7178082,13259282,0.59,66,92,21,59.67,Medium,"Machinery, Electronics",9,"Optimize supply chain through Osmussaar to reduce delays.","The port of Osmussaar is located in Osmussaar, Estonia. It plays a significant role in the region's trade."
EE,Paldiski,PAL36,Paldiski,"Harju County",59.35,24.03,Seaport,Active,High,30281797,1879956,19421498,0.79,78,73,61,70.67,Medium,"Energy, Machinery, Chemicals",18,"Optimize supply chain through Paldiski to reduce delays.","The port of Paldiski is located in Paldiski, Harju County. It plays a significant role in the region's trade."
EE,Kunda,KUN85,Kunda,"Lääne-Viru County",59.53,26.53,"Offshore Terminal",Active,High,23366588,9524678,17437823,0.64,18,3,67,29.33,Low,"Machinery, Textiles",10,"Optimize supply chain through Kunda to reduce delays.","The port of Kunda is located in Kunda, Lääne-Viru County. It plays a significant role in the region's trade."
EE,Sillamae,SIL11,Sillamäe,"Ida-Viru County",59.4,27.05,"Dry Port",Active,Low,37608971,2455038,17932533,0.88,79,15,85,59.67,Medium,"Energy, Electronics, Automotive",20,"Optimize supply chain through Sillamae to reduce delays.","The port of Sillamae is located in Sillamäe, Ida-Viru County. It plays a significant role in the region's trade."
FK,Stanley,STA89,"Port Stanley","Falkland Islands",-51.7,-57.83,"Dry Port",Active,Low,27525126,3368623,5258061,0.9,38,46,55,46.33,Medium,"Energy, Chemicals",18,"Optimize supply chain through Stanley to reduce delays.","The port of Stanley is located in Port Stanley, Falkland Islands. It plays a significant role in the region's trade."
FO,Sorvagur,SOR98,Sorvagur,"Faroe Islands",62.08,-7.25,"Dry Port",Active,Medium,38863142,3718601,14228025,0.8,5,4,90,33,Low,"Chemicals, Energy",17,"Optimize supply chain through Sorvagur to reduce delays.","The port of Sorvagur is located in Sorvagur, Faroe Islands. It plays a significant role in the region's trade."
FO,Vagur,VAG68,Vagur,"Faroe Islands",61.48,-6.8,"River Port",Active,Low,42589002,9145033,5565416,0.81,6,88,58,50.67,Medium,"Textiles, Chemicals, Machinery",10,"Optimize supply chain through Vagur to reduce delays.","The port of Vagur is located in Vagur, Faroe Islands. It plays a significant role in the region's trade."
FO,Klaksvik,KLA54,Klaksvik,"Faroe Islands",62.23,-6.58,Seaport,Active,Low,12342076,1860587,10302219,0.9,63,14,41,39.33,Low,"Automotive, Textiles, Machinery",10,"Optimize supply chain through Klaksvik to reduce delays.","The port of Klaksvik is located in Klaksvik, Faroe Islands. It plays a significant role in the region's trade."
FO,Tvoroyri,TVO98,Tvoroyri,"Faroe Islands",61.55,-6.8,"Offshore Terminal",Active,Medium,44520977,6787467,17792935,0.59,59,10,59,42.67,Medium,Energy,15,"Optimize supply chain through Tvoroyri to reduce delays.","The port of Tvoroyri is located in Tvoroyri, Faroe Islands. It plays a significant role in the region's trade."
FO,Torshavn,TOR52,Tórshavn,"Faroe Islands",62,-6.75,"Dry Port",Active,Low,41446473,1007637,19960957,0.75,87,96,31,71.33,Medium,Textiles,7,"Optimize supply chain through Torshavn to reduce delays.","The port of Torshavn is located in Tórshavn, Faroe Islands. It plays a significant role in the region's trade."
FO,Fuglafjordur,FUG10,Fuglafjordur,"Faroe Islands",62.25,-6.8,"Offshore Terminal",Active,Low,24398443,1365252,7771983,0.82,13,66,29,36,Low,Energy,9,"Optimize supply chain through Fuglafjordur to reduce delays.","The port of Fuglafjordur is located in Fuglafjordur, Faroe Islands. It plays a significant role in the region's trade."
FO,Vestmanna,VES91,Vestmanna,"Faroe Islands",62.15,-7.17,"River Port",Active,Low,14600706,7348811,6294889,0.77,89,61,46,65.33,Medium,Textiles,3,"Optimize supply chain through Vestmanna to reduce delays.","The port of Vestmanna is located in Vestmanna, Faroe Islands. It plays a significant role in the region's trade."
FO,Runavik,RUN65,Runavik,"Faroe Islands",62.12,-6.72,"Offshore Terminal",Active,Medium,17375941,412226,1240709,0.6,77,89,65,77,High,Agriculture,8,"Optimize supply chain through Runavik to reduce delays.","The port of Runavik is located in Runavik, Faroe Islands. It plays a significant role in the region's trade."
FJ,Levuka,LEV76,Levuka,"Eastern Division",-17.68,178.83,"Dry Port",Active,High,43929948,1669714,3875343,0.79,80,31,3,38,Low,"Automotive, Agriculture",19,"Optimize supply chain through Levuka to reduce delays.","The port of Levuka is located in Levuka, Eastern Division. It plays a significant role in the region's trade."
FJ,"Savusavu Bay",SAV99,"Savusavu Bay",Fiji,-16.77,179.33,Seaport,Active,Medium,10856957,6004568,4803294,0.9,82,72,72,75.33,High,"Electronics, Machinery",14,"Optimize supply chain through Savusavu Bay to reduce delays.","The port of Savusavu Bay is located in Savusavu Bay, Fiji. It plays a significant role in the region's trade."
